Description,average,sd,total_sales,total_revenue,avg_unit_price,product_mix,service_level,lead_time_days,lead_time_sd_days,ordering_cost_per_order,holding_rate,unit_cost,unit_cost_is_real,safety_stock_fixed_leadtime,reorder_point_fixed_leadtime,safety_stock_variable_leadtime,reorder_point_variable_leadtime,demand_lead_time,safety_stock_uplift_pct,safety_stock_investment,annual_demand,eoq_units,eoq_order_cycle_weeks,eoq_practical_units,annual_ordering_cost,annual_holding_cost,annual_logistics_cost
Skull Cake Cases,24.0,0.0,24,13.200000000000001,0.55,A_B,0.95,13.0,2.3,74.55,0.238,0.3553,True,0.0,312.0,90.79592020772125,402.7959202077212,312.0,,32.25979044980336,8760.0,3930.110782838657,23.329424738311662,2695.3846153846157,166.16783497596637,166.1678349759664,3444.7636699519326
Tea Towels Ping Microwave,12.0,0.0,12,9.48,0.79,A_C,0.95,21.0,3.4,34.05,0.328,0.4779,True,0.0,252.0,67.11002797962006,319.11002797962004,252.0,,32.071882371460426,4380.0,1379.4474925440438,16.377002194586822,1347.6923076923078,108.11502489663498,108.11502489663496,2309.4320497932695
Small White Heart Wicker,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,17.0,5.3,55.16,0.286,0.9603,True,0.0,204.0,33.35187260823139,237.3518726082314,204.0,,32.027803265684604,4380.0,1326.4097355424503,15.74733019365466,673.8461538461539,182.14643147292236,182.14643147292236,4570.406862945845
Bird House Hot Water Bottle,4.0,2.8284271247461903,8,20.4,2.55,B_A,0.7,29.0,9.1,76.0,0.282,1.5478,True,7.987430642766282,123.98743064276628,20.69196976914708,136.69196976914708,116.0,159.05664405219602,32.02703080868585,1460.0,713.0438632945334,25.396082802271053,449.2307692307693,155.61455011662633,155.6145501166263,2571.0171002332527
Lunch Box With Cutlery Retrospot,6.0,0.0,6,15.299999999999999,2.55,C_B,0.8,15.0,3.8,64.96,0.21899999999999997,1.6611272727272728,True,0.0,90.0,19.188964125462448,109.18896412546245,90.0,,31.875311644190912,2190.0,884.3751922950569,20.998863013398612,673.8461538461539,160.8620427612996,160.86204276129956,3959.5928127953266
Swiss Chalet Tree Decoration,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,17.0,4.3,54.47,0.293,0.1868,True,0.0,408.0,169.74889430139194,577.7488943013919,408.0,,31.709093455500014,8760.0,4175.644261532251,24.786929406355828,2695.3846153846157,114.27151598994388,114.27151598994388,1864.9110319798876
Birds Mobile Vintage,3.0,0.0,3,17.85,5.95,C_B,0.8,15.0,3.5,46.49,0.238,3.5878,True,0.0,45.0,8.8370229525156,53.837022952515596,45.0,,31.70547094903547,1095.0,345.30211561623827,16.39790868679853,336.92307692307696,147.42611671854482,147.42611671854482,4223.49323343709
Feltcraft Hairband Pink And Blue,12.0,0.0,12,10.2,0.85,B_C,0.75,27.0,8.3,40.83,0.306,0.4709,True,0.0,324.0,67.17917911952975,391.17917911952975,324.0,,31.63467544738656,4380.0,1575.4937497121527,18.704492005715057,1347.6923076923078,113.51070103113626,113.51070103113625,2289.5634020622724
Vintage Bells Garland,6.0,0.0,6,17.34,2.89,C_B,0.8,15.0,3.7,53.58,0.245,1.6791,True,0.0,90.0,18.6839913853187,108.6839913853187,90.0,,31.372289935088627,2190.0,755.2958298877755,17.93396491057732,673.8461538461539,155.35661042565906,155.35661042565908,3987.9422208513183
Icon Placemat Pop Art Elvis,24.0,0.0,24,2.88,0.12,A_C,0.95,24.0,4.8,29.17,0.289,0.16555,True,0.0,576.0,189.4871378248096,765.4871378248096,576.0,,31.36959566689723,8760.0,3268.2987779243394,19.40086032557827,2695.3846153846157,78.1841616580366,78.1841616580366,1606.5863233160733
3D Kit Cards For Kids,12.0,0.0,12,10.2,0.85,B_C,0.75,28.0,7.4,45.15,0.266,0.5236,True,0.0,336.0,59.89468981741205,395.89468981741203,336.0,,31.36085958839695,4380.0,1685.1567066984703,20.006426654867685,1347.6923076923078,117.35229086643346,117.35229086643344,2528.0725817328666
Wall Art S Alphabet,2.0,0.0,2,16.5,8.25,C_B,0.8,20.0,3.6,27.22,0.283,5.1398,True,0.0,40.0,6.059672881724983,46.059672881724985,40.0,,31.14550667749007,730.0,165.29288526146078,11.77428771725474,112.30769230769232,120.21449059086012,120.21449059086012,3992.4829811817203
Classic Chrome Bicycle Bell,12.0,0.0,12,17.4,1.45,B_B,0.7,21.0,5.2,45.24,0.253,0.9512,True,0.0,252.0,32.722591992981734,284.72259199298173,252.0,,31.125729503724227,4380.0,1283.2674241879863,15.235138369355088,673.8461538461539,154.41146269678296,154.41146269678302,4475.078925393566
Wrap Poppies,25.0,0.0,50,21.0,0.42,A_A,0.95,11.0,3.2000000000000006,43.31,0.213,0.23650000000000002,True,0.0,275.0,131.5882901561178,406.5882901561178,275.0,,31.120630621921862,9125.0,3961.139634278891,22.573069696712587,2807.6923076923076,99.77021425349102,99.770214253491,2357.602928506982
Pink Polkadot Tissues,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,17.0,4.1,56.07,0.228,0.1917,True,0.0,408.0,161.85359689202485,569.8535968920248,408.0,,31.027334524201166,8760.0,4740.824178012695,28.14187868226714,2695.3846153846157,103.60502342145386,103.60502342145384,1886.502046842908
Wrap Circus Parade,25.0,0.0,50,21.0,0.42,A_A,0.95,12.0,3.1,36.88,0.2,0.2423,True,0.0,300.0,127.47615608873909,427.4761560887391,300.0,,30.88747262030148,9125.0,3726.792267159361,21.237610727921837,2807.6923076923076,90.30017663327133,90.30017663327132,2391.5878532665424
Pink Fairy Cake Cushion Cover,4.0,0.0,4,15.0,3.75,C_B,0.8,24.0,4.7,24.14,0.244,1.9344,True,0.0,96.0,15.822479191170789,111.82247919117079,96.0,,30.60700374740077,1460.0,386.44883613733975,13.763931150097031,224.61538461538464,91.20068869213651,91.20068869213654,3006.6253773842727
Charlotte Bag Apples,10.0,0.0,40,34.0,0.85,A_A,0.95,15.0,3.0,76.23,0.267,0.6188,True,0.0,150.0,49.34560880854416,199.34560880854417,150.0,,30.53506273072713,3650.0,1835.2431288552125,26.14592950697837,1123.076923076923,151.60906782610334,151.60906782610334,2561.838135652207
Recycled Acapulco Mat Pink,2.0,0.0,2,16.5,8.25,C_B,0.8,21.0,3.4,46.09,0.25,5.3295,True,0.0,42.0,5.723024388295817,47.72302438829582,42.0,,30.50085847742256,730.0,224.7328421953434,16.00836684131213,224.61538461538464,149.71421031001032,149.71421031001034,4189.963420620021
Red Retrospot Bowl,8.0,0.0,8,10.0,1.25,B_C,0.75,22.0,7.300000000000001,60.93,0.246,0.7725,True,0.0,176.0,39.39020141145117,215.3902014114512,176.0,,30.42893059034603,2920.0,1368.3752644338717,24.368326626904565,898.4615384615386,130.01959668834542,130.0195966883454,2515.7391933766908
Egg Cup Milkmaid Ingrid,12.0,0.0,12,15.0,1.25,B_B,0.7,21.0,5.5,31.07,0.278,0.8775,True,0.0,252.0,34.610433838730685,286.61043383873067,252.0,,30.370655693486174,4380.0,1056.274314587775,12.540243004238423,673.8461538461539,128.83641883605736,128.8364188360574,4101.122837672115
Retrospot Tea Coffee Sugar,4.0,0.0,4,19.8,4.95,C_A,0.8,13.0,2.7,73.09,0.244,3.33295,True,0.0,52.0,9.089509322587475,61.089509322587475,52.0,,30.29488009671792,1460.0,512.2843566051434,18.245744207854422,449.2307692307693,208.30501385434772,208.30501385434775,5282.717027708695
Travel Card Wallet Pantry,24.0,0.0,24,10.08,0.42,A_C,0.95,11.0,3.3,54.33,0.22,0.2302,True,0.0,264.0,130.2724072545566,394.2724072545566,264.0,,29.98870814999893,8760.0,4335.33741040404,25.73487960513814,2695.3846153846157,109.77941390625111,109.7794139062511,2236.110827812502
Lunch Box I Love London,12.0,0.0,12,23.4,1.95,B_A,0.7,14.0,3.5,71.07,0.24,1.3572,True,0.0,168.0,22.024821533737708,190.0248215337377,168.0,,29.892087785588817,4380.0,1382.5080362805109,16.413337417028895,1347.6923076923078,225.16078882078912,225.1607888207891,6394.857577641578
Large Ceramic Top Storage Jar,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_B,0.7,20.0,4.5,54.57,0.269,1.0527,True,0.0,240.0,28.317627686234196,268.3176276862342,240.0,,29.809966665298738,4380.0,1299.2734935475464,15.425164763578175,673.8461538461539,183.96173029543397,183.96173029543402,4978.749460590868
Regency Tea Plate Pink,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,23.0,4.2,47.31,0.223,1.127,True,0.0,276.0,26.42978584048525,302.42978584048524,276.0,,29.786368642226876,4380.0,1284.145214190327,15.245559620524428,673.8461538461539,161.36632968776354,161.3663296877636,5258.992659375527
Ribbon Reel Christmas Sock Bauble,10.0,0.0,10,16.5,1.65,B_B,0.7,29.0,6.0,60.13,0.345,0.9421,True,0.0,290.0,31.46403076248244,321.4640307624824,290.0,,29.642263381334708,3650.0,1162.1146673102849,16.556154164420498,1123.076923076923,188.85786934259585,188.85786934259585,3816.380738685192
Wrap Paisley Park,25.0,0.0,25,10.5,0.42,A_C,0.95,15.0,3.0,44.72,0.24,0.2398,True,0.0,375.0,123.36402202136041,498.3640220213604,375.0,,29.58269248072223,9125.0,3765.755521950162,21.459647905907772,2807.6923076923076,108.36338089963786,108.36338089963786,2404.901761799276
Colour T-Light Holder,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,29.0,8.5,49.72,0.252,0.429,True,0.0,348.0,68.79795452000033,416.7979545200003,348.0,,29.514322489080143,4380.0,2007.1909796568011,23.829664598665218,1347.6923076923078,108.49670121436873,108.49670121436873,2096.013402428737
Pastel Colour Honeycomb Fan,12.0,0.0,12,4.68,0.38999999999999996,A_C,0.95,22.0,6.4,29.53,0.253,0.2332,True,0.0,264.0,126.32475854987308,390.3247585498731,264.0,,29.458933693830403,4380.0,2093.9159397175276,24.859275996646446,1347.6923076923078,61.77010143847912,61.770101438479124,1144.9562028769583
Vintage Doily Deluxe Sewing Kit,4.5,2.1213203435596424,9,53.550000000000004,5.95,B_A,0.7,10.0,3.0,45.39,0.223,3.7009,True,3.5177855815527637,48.517785581552765,7.90523989255175,52.90523989255175,45.0,124.72205054244232,29.25650231834477,1642.5,425.05161593006306,13.456733046187688,252.6923076923077,175.3976980816061,175.3976980816061,6429.523646163212
Red Retrospot Sugar Jam Bowl,6.0,0.0,6,15.299999999999999,2.55,B_B,0.7,18.0,5.5,65.62,0.263,1.6881,True,0.0,108.0,17.305216919365343,125.30521691936534,108.0,,29.212936681580633,2190.0,804.5966297594216,19.104577510269372,673.8461538461539,178.6085035466397,178.60850354663967,4054.156007093279
Colour Pencils Spaceboy,20.0,5.656854249492381,40,26.0,0.65,A_A,0.95,13.0,2.1,38.25,0.232,0.3776,True,33.5485629633177,293.5485629633177,76.79898912048257,336.7989891204826,260.0,128.9188636915843,28.99929829189422,7300.0,2524.83011939304,17.985091261429872,2246.153846153846,110.59159895760617,110.5915989576062,2977.6631979152125
Giraffe Wooden Ruler,12.0,0.0,12,23.4,1.95,B_A,0.7,22.0,3.8,40.46,0.245,1.2109,True,0.0,264.0,23.912663379486656,287.9126633794867,264.0,,28.955844086220395,4380.0,1093.0192495259914,12.976484240947844,673.8461538461539,162.13328363325033,162.13328363325033,5628.008567266501
Embroidered Ribbon Reel Emily,6.0,0.0,6,12.48,2.08,C_B,0.8,15.0,4.8,30.77,0.22,1.1939,True,0.0,90.0,24.23869152689993,114.23869152689993,90.0,,28.938573813965828,2190.0,716.3173771918515,17.008449138801954,673.8461538461539,94.07324482922868,94.07324482922867,2802.7874896584576
Wrap Wedding Day,25.0,0.0,25,10.5,0.42,A_C,0.95,12.0,3.1,26.24,0.2,0.226,True,0.0,300.0,127.47615608873909,427.4761560887391,300.0,,28.809611276055033,9125.0,3254.9485810818464,18.548748078493812,2807.6923076923076,73.56183793244972,73.56183793244973,2209.3736758648993
Owl Doorstop,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,21.0,3.9,41.36,0.252,2.9255,True,0.0,63.0,9.846968432803097,72.8469684328031,63.0,,28.80730615016546,1095.0,350.5193525656181,16.645667884394648,336.92307692307696,129.2059901072702,129.2059901072702,3461.8344802145407
Apron Apple Delight,4.0,0.0,8,39.6,4.95,B_A,0.7,26.0,4.4,39.02,0.282,3.1185,True,0.0,104.0,9.229449023661516,113.22944902366152,104.0,,28.78203678028844,1460.0,359.9462305669423,12.820002732521232,224.61538461538464,158.27141712324433,158.27141712324433,4869.552834246489
Retrospot Tea Ceramic,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,16.0,3.5,60.67,0.245,3.2472,True,0.0,48.0,8.8370229525156,56.837022952515596,48.0,,28.695580931408657,1095.0,408.66881033400784,19.40710332179763,336.92307692307696,162.5610967122823,162.5610967122823,3880.8061934245643
Triple Hook Antique Ivory Rose,8.0,0.0,8,26.32,3.29,B_A,0.7,19.0,3.5,52.01,0.248,1.9543,True,0.0,152.0,14.68321435582514,166.68321435582513,152.0,,28.69540581558907,2920.0,791.6412101512885,14.097720180776372,449.2307692307693,191.8409477078343,191.84094770783423,6090.237895415668
Happy Stencil Craft,12.0,0.0,12,15.0,1.25,B_B,0.7,20.0,5.9,75.38,0.244,0.7675,True,0.0,240.0,37.12755629972928,277.1275562997293,240.0,,28.49539946004222,4380.0,1877.7856436450536,22.293345540991506,1347.6923076923078,175.82645874270457,175.82645874270457,3713.3029174854087
Woodland Stickers,12.0,0.0,36,30.599999999999998,0.85,A_A,0.95,15.0,2.8,43.19,0.246,0.5091,True,0.0,180.0,55.26708186556946,235.26708186556945,180.0,,28.13647137776141,4380.0,1738.0991734361387,20.634967355862834,1347.6923076923078,108.83855357114957,108.8385535711496,2447.5351071422992
Jumbo Bag Red Retrospot,10.0,0.0,10,20.8,2.08,B_A,0.7,15.0,4.0,66.93,0.251,1.3355333333333332,True,0.0,150.0,20.976020508321625,170.97602050832162,150.0,,28.01417458954714,3650.0,1207.2789151275067,17.19959002373434,1123.076923076923,202.35133483980283,202.35133483980283,5279.399336346272
Overnight Bag Vintage Rose Paisley,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,15.0,4.1,52.75,0.212,2.6977,True,0.0,45.0,10.351941172946844,55.351941172946844,45.0,,27.926431702258704,1095.0,449.43669991768354,21.343112690154836,336.92307692307696,128.5192108490011,128.5192108490011,3211.0199216980027
Circus Parade Childrens Egg Cup,12.0,0.0,12,15.0,1.25,B_B,0.7,22.0,6.3,38.49,0.264,0.7,True,0.0,264.0,39.64467876072787,303.64467876072786,264.0,,27.75127513250951,4380.0,1350.7501523323897,16.0363031783754,1347.6923076923078,124.80931407551282,124.8093140755128,3315.6186281510254
Mini Cake Stand Hanging Strawbery,8.0,0.0,8,13.2,1.65,B_B,0.7,22.0,5.8,74.4,0.235,1.1385,True,0.0,176.0,24.332183789653087,200.33218378965307,176.0,,27.70219124452004,2920.0,1274.3609139778143,22.694098468098062,898.4615384615386,170.47603831623962,170.47603831623962,3665.3720766324795
Elephant Birthday Card,12.0,0.0,12,5.04,0.42,B_C,0.75,43.0,13.9,51.44,0.293,0.2453,True,0.0,516.0,112.50489033270644,628.5048903327064,516.0,,27.597449598612886,4380.0,2503.917115344246,29.726869862534432,1347.6923076923078,89.98189221971273,89.98189221971272,1254.3777844394253
Magnets Swallows,12.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,22.0,5.3,60.08,0.242,0.2597,True,0.0,264.0,104.61269067411364,368.61269067411365,264.0,,27.16791576806731,4380.0,2893.832283296022,34.35599971036373,2695.3846153846157,90.9349175206092,90.9349175206092,1319.3558350412184
Cake Tins Pantry,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,16.0,3.1,53.919999999999995,0.232,3.4502,True,0.0,48.0,7.827077472228104,55.827077472228105,48.0,,27.004982694681406,1095.0,384.08811721473967,18.23980100015202,336.92307692307696,153.72097535365825,153.72097535365822,4085.4109507073163
Treasure Tin Buffalo Bill,6.0,0.0,6,12.48,2.08,C_B,0.8,18.0,3.6,38.29,0.214,1.4789,True,0.0,108.0,18.17901864517495,126.17901864517495,108.0,,26.884950674349234,2190.0,727.9531795435777,17.284733030258465,673.8461538461539,115.19298542328869,115.19298542328869,3469.1769708465777
Cabin Bag Vintage Retrospot,1.0,0.0,1,29.95,29.95,C_A,0.8,10.0,2.3,29.76,0.21600000000000003,13.749720000000002,True,0.0,10.0,1.9357288372177028,11.935728837217702,10.0,,26.615729507668995,365.0,85.52716780437936,12.18469239952802,56.15384615384616,127.00525784794898,127.00525784794897,5272.658315695899
Green Polkadot Bowl,8.0,0.0,8,10.0,1.25,B_C,0.75,20.0,6.3,55.97,0.249,0.7762,True,0.0,160.0,33.99428340988252,193.9942834098825,160.0,,26.386362782750812,2920.0,1300.4617538411542,23.158907945116443,898.4615384615386,125.67259245977222,125.67259245977223,2517.8491849195443
Tv Dinner Tray Air Hostess,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,17.0,3.2,43.13,0.237,3.2571,True,0.0,51.0,8.079563842299978,59.079563842299976,51.0,,26.315947390755255,1095.0,349.80182197731386,16.611593372438648,336.92307692307696,135.0117324519336,135.0117324519336,3836.547964903867
Alarm Clock Bakelike Red,4.0,0.0,4,15.0,3.75,C_B,0.8,19.0,3.2,64.75,0.253,2.4413,True,0.0,76.0,10.772751789733304,86.7727517897333,76.0,,26.299518944275917,1460.0,553.2742726955444,19.70565902751254,449.2307692307693,170.86462296435153,170.86462296435153,3906.0272459287035
Airline Bag Vintage Jet Brown,2.5,2.1213203435596424,5,21.25,4.25,C_A,0.8,12.0,3.4,52.57,0.24,2.7506500000000003,True,6.184627736836136,36.184627736836134,9.456542469428255,39.45654246942826,30.0,52.90398827247651,26.011638543532833,912.5,381.22128023438245,21.724390764041523,280.7692307692308,125.83275773720452,125.8327577372045,2761.6336404744093
Storage Tin Vintage Doily,6.0,0.0,12,34.68,2.89,B_A,0.7,15.0,4.1,47.44,0.24900000000000003,2.0086,True,0.0,90.0,12.9002526126178,102.9002526126178,90.0,,25.911447397704112,2190.0,644.5594687739799,15.304608390980345,336.92307692307696,161.1854375479373,161.1854375479373,4721.204875095875
Regency Cake Tins,4.0,0.0,8,39.6,4.95,B_A,0.7,20.0,3.5,66.6,0.221,3.4996999999999994,True,0.0,80.0,7.34160717791257,87.34160717791256,80.0,,25.693422640540614,1460.0,501.4377137902632,17.85942542266691,449.2307692307693,193.91441314817214,193.91441314817212,5497.390826296343
Napkins Fairy Cakes,12.0,0.0,12,10.2,0.85,B_C,0.75,23.0,5.3,51.86,0.273,0.5942,True,0.0,276.0,42.897548112470794,318.8975481124708,276.0,,25.489723088430143,4380.0,1673.480522656017,19.867805291806594,1347.6923076923078,135.733160275741,135.73316027574103,2874.062320551482
Wrap Alphabet Poster,25.0,0.0,50,21.0,0.42,A_A,0.95,12.0,2.4,35.33,0.19200000000000003,0.2554,True,0.0,300.0,98.69121761708833,398.69121761708834,300.0,,25.20573697940436,9125.0,3626.1201677946174,20.66391766852823,2807.6923076923076,88.90666472205558,88.90666472205557,2508.3383294441114
Knick Knack Tins Leaf,6.0,0.0,12,49.800000000000004,4.15,B_A,0.7,17.0,3.0,46.97,0.266,2.6685,True,0.0,102.0,9.439209228744732,111.43920922874473,102.0,,25.188529826905317,2190.0,538.3601599163466,12.782980966050237,336.92307692307696,191.06967353599055,191.06967353599052,6226.154347071981
Mini Playing Cards Spaceboy,20.0,0.0,20,8.4,0.42000000000000004,A_C,0.95,10.0,3.3,51.07,0.244,0.2302,True,0.0,200.0,108.56033937879717,308.56033937879715,200.0,,24.990590124999105,7300.0,3643.441359284158,25.953280915448797,2246.153846153846,102.32386451068001,102.32386451068,1885.1077290213598
Party Invites Spaceman,12.0,0.0,12,10.2,0.85,B_C,0.75,21.0,5.5,50.31,0.258,0.5491,True,0.0,252.0,44.51632351294139,296.51632351294137,252.0,,24.443913240956118,4380.0,1763.776845235458,20.93981642745293,1347.6923076923078,124.93519267772393,124.93519267772392,2654.928385355448
Woodland Party Bag + Sticker,8.0,0.0,32,52.8,1.65,A_A,0.95,13.0,2.1,54.14000000000001,0.212,0.8844,True,0.0,104.0,27.633540932784733,131.63354093278474,104.0,,24.439103600954816,2920.0,1298.5935811455527,23.125639116290664,898.4615384615386,121.73847329550343,121.73847329550343,2825.9249465910066
Pantry Scrubbing Brush,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,20.0,3.5,48.02,0.253,1.1088,True,0.0,240.0,22.024821533737708,262.02482153373774,240.0,,24.42112211660837,4380.0,1224.549264303675,14.538027795386096,673.8461538461539,171.7591983688792,171.75919836887923,5200.062396737758
White Baroque Wall Clock,1.0,0.0,1,12.75,12.75,C_B,0.8,17.0,3.7,32.1,0.288,7.8285,True,0.0,17.0,3.113998564219783,20.113998564219784,17.0,,24.37793775999457,365.0,101.94793289877403,14.524089070510271,56.15384615384616,114.92631254851952,114.92631254851955,3087.255125097039
Jumbo Bag Scandinavian Paisley,10.0,0.0,10,20.8,2.08,B_A,0.7,15.0,3.4,77.55,0.264,1.36716,True,0.0,150.0,17.829617432073384,167.82961743207338,150.0,,24.375939768433447,3650.0,1252.393185819386,17.842313880166596,1123.076923076923,226.0132865660778,226.0132865660778,5442.160573132156
Plasters In Tin Skulls,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,16.0,3.7,56.05,0.226,1.0444,True,0.0,192.0,23.283382764237004,215.283382764237,192.0,,24.317164958969126,4380.0,1442.2887314526952,17.123062565191812,1347.6923076923078,170.21487767759902,170.21487767759902,4914.901755355198
Spaceboy Gift Wrap,25.0,0.0,25,10.5,0.42,A_C,0.95,10.0,2.4,62.65,0.208,0.2461,True,0.0,250.0,98.69121761708833,348.69121761708834,250.0,,24.287908655565438,9125.0,4726.1173143041,26.932394558226104,2807.6923076923076,120.96213698922486,120.96213698922485,2487.58677397845
Heart Cookie Cutters,12.0,0.0,12,17.4,1.45,B_B,0.7,19.0,4.5,54.13,0.257,0.8572,True,0.0,228.0,28.317627686234196,256.3176276862342,228.0,,24.27387045263995,4380.0,1467.1125216916084,17.417774230128686,1347.6923076923078,161.602737686835,161.602737686835,4077.7414753736703
Red Retrospot Oven Glove,10.0,0.0,10,12.5,1.25,B_B,0.7,18.0,5.8,62.61,0.296,0.79,True,0.0,180.0,30.41522973706636,210.41522973706637,180.0,,24.028031492282423,3650.0,1398.0537887249975,19.917478633890376,1123.076923076923,163.4604489777267,163.4604489777267,3210.4208979554533
Skull Tissues,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,16.0,3.3,76.06,0.225,0.1827,True,0.0,384.0,130.2724072545566,514.2724072545566,384.0,,23.800768805407493,8760.0,5693.570186669746,33.797448596669724,5390.769230769231,117.02421822426332,117.0242182242633,1834.5004364485267
Treasure Tin Gymkhana,6.0,0.0,6,12.48,2.08,C_B,0.8,16.0,3.3,37.24,0.25,1.4019,True,0.0,96.0,16.664100424743705,112.66410042474371,96.0,,23.361402385448198,2190.0,682.2025983470935,16.198417860296285,673.8461538461539,119.54747782784881,119.5474778278488,3309.2559556556976
Piggy Bank Retrospot,4.0,0.0,4,10.2,2.55,C_C,0.7,25.0,6.5,65.35,0.255,1.7085,True,0.0,100.0,13.634413330409057,113.63441333040906,100.0,,23.29439517500387,1460.0,661.8150513588537,23.571494979904376,449.2307692307693,144.16565444394163,144.1656544439417,2782.741308887883
Round Snack Boxes Skulls,4.0,2.8284271247461903,8,23.6,2.95,B_A,0.7,18.0,4.8,55.9,0.227,1.9559,True,6.292806152496488,78.29280615249648,11.873242902068316,83.87324290206831,72.0,88.6796226411321,23.22287579215542,1460.0,606.3328214859746,21.595415559774437,449.2307692307693,134.6026424892914,134.6026424892914,3124.819284978583
Strawberry Ceramic Trinket Box,12.0,0.0,12,15.0,1.25,B_B,0.7,13.0,4.1,65.38,0.22,0.9,True,0.0,156.0,25.8005052252356,181.8005052252356,156.0,,23.22045470271204,4380.0,1700.7556252941506,20.19161929572964,1347.6923076923078,168.37480690412087,168.37480690412093,4278.7496138082415
Box Mini Vintage Crackers,6.0,0.0,6,14.940000000000001,2.49,C_B,0.8,14.0,3.1,64.76,0.214,1.4591,True,0.0,84.0,15.654154944456208,99.65415494445621,84.0,,22.840977479456054,2190.0,953.1056847653249,22.630819912236024,673.8461538461539,148.8023859965962,148.80238599659617,3493.033771993192
Mum S Kitchen Clock,4.0,0.0,8,39.6,4.95,B_A,0.7,17.0,3.4,30.47,0.225,3.1928,True,0.0,68.0,7.1318469728293525,75.13184697282935,68.0,,22.77056101484956,1460.0,351.9253379990003,12.53432710681371,224.61538461538464,126.40806215586093,126.40806215586092,4914.304124311722
Mini Playing Cards Buffalo Bill,20.0,0.0,20,8.4,0.42000000000000004,A_C,0.95,12.0,2.7,38.17,0.22,0.2562,True,0.0,240.0,88.82209585537952,328.82209585537953,240.0,,22.75622095814823,7300.0,3144.3914358666607,22.39840474863923,2246.153846153846,88.61523944559424,88.61523944559423,2047.4904788911886
Plasters In Tin Strongman,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,18.0,3.2999999999999994,56.82,0.26,1.0923,True,0.0,216.0,20.766260303238408,236.7662603032384,216.0,,22.682986129227313,4380.0,1323.8690433226068,15.71716672437798,673.8461538461539,187.9880802827669,187.98808028276687,5160.250160565534
Napkins Red Apples,10.0,0.0,10,8.5,0.85,B_C,0.75,29.0,6.6,52.42999999999999,0.282,0.5057,True,0.0,290.0,44.51632351294139,334.51632351294137,290.0,,22.511904800494463,3650.0,1638.2505707843666,23.339460186517,1123.076923076923,116.81332722403724,116.81332722403724,2079.4316544480744
Five Cats Hanging Decoration,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,15.0,2.4,29.54,0.295,1.8202,True,0.0,90.0,12.119345763449966,102.11934576344997,90.0,,22.059633158631627,2190.0,490.87593073880316,11.655501551788934,336.92307692307696,131.7901244467885,131.7901244467885,4249.818248893577
Blue Spotty Cup,8.0,0.0,8,6.8,0.85,B_C,0.75,24.0,7.2,61.01,0.227,0.5653,True,0.0,192.0,38.85060961129431,230.85060961129432,192.0,,21.962249613264675,2920.0,1666.3050661416603,29.67392583539943,898.4615384615386,106.91271581650146,106.91271581650146,1864.501431633003
Red Egg Spoon,24.0,0.0,24,2.88,0.12,A_C,0.95,24.0,6.9,42.55,0.272,0.0806,True,0.0,576.0,272.38776062316384,848.3877606231638,576.0,,21.954453506227008,8760.0,5831.292954528155,34.61498100861461,5390.769230769231,63.92030085035583,63.92030085035584,833.8966017007117
Reindeer Heart Decoration Silver,12.0,0.0,12,9.959999999999999,0.83,B_C,0.75,18.0,4.9,51.2,0.257,0.552,True,0.0,216.0,39.65999731152961,255.6599973115296,216.0,,21.892318515964345,4380.0,1778.078509874622,21.109607879790033,1347.6923076923078,126.1226648624267,126.12266486242669,2670.0053297248537
Red Retrospot Shopper Bag,10.0,0.0,10,12.5,1.25,B_B,0.7,19.0,5.4,52.47,0.268,0.7684249999999999,True,0.0,190.0,28.3176276862342,218.3176276862342,190.0,,21.759973054794514,3650.0,1363.7941470005012,19.429396066856455,1123.076923076923,140.42845133278726,140.42845133278723,3085.6081526655744
Rustic Mirror With Lace Heart,2.0,0.0,2,12.5,6.25,C_B,0.8,21.0,3.6,24.71,0.309,3.5812,True,0.0,42.0,6.059672881724983,48.059672881724985,42.0,,21.700900524033507,730.0,180.55905495060875,12.86174090059131,112.30769230769232,99.90249453251907,99.90249453251904,2814.080989065038
Recipe Box Retrospot,6.0,0.0,12,35.400000000000006,2.9500000000000006,B_A,0.7,15.0,3.4,77.58,0.25,2.0237,True,0.0,90.0,10.69777045924403,100.69777045924403,90.0,,21.649078078372142,2190.0,819.5375794598194,19.45933978626055,673.8461538461539,207.31227494410453,207.31227494410456,4846.527549888208
