Description,availability,no_suppliers,standard,price_fluctuation,total_qty,total_spend,primary_supplier,risk_index,category
Feltcraft Cushion Owl,0.358974358974359,0.0,0.0,0.5,762,1772.9529,Summit Procurement,0.858974358974359,Strategic
Vintage Union Jack Memoboard,0.0,0.0,0.125,0.4,354,1769.8264,Prime Supply Partners,0.525,Leverage
Paper Bunting White Lace,0.10194174757281553,0.0,0.0,0.39805825242718446,1200,1764.8096,Northstar Trading,0.5,Leverage
Red Retrospot Picnic Bag,0.0,0.0,0.14705882352941177,0.3277310924369748,914,1753.6218,Northstar Trading,0.47478991596638653,Leverage
Heart Filigree Dove Small,0.24553571428571427,0.0,0.0,0.25,2351,1750.7036,Apex Merchants,0.4955357142857143,Leverage
Feltcraft Butterfly Hearts,0.12857142857142856,0.0,0.25357142857142856,0.4107142857142857,2118,1750.4928,Summit Procurement,0.7928571428571428,Leverage
Pantry Jelly Moulds,0.15267175572519084,0.0,0.15267175572519084,0.0,2064,1740.049,Northstar Trading,0.3053435114503817,Leverage
Antique Heart Shelf Unit,0.5,0.5,0.3,0.3,187,1738.1749,Summit Procurement,1.6,Strategic
Sweetheart Fairy Cake Cases,0.12857142857142856,0.0,0.12857142857142856,0.36428571428571427,5743,1737.6895,Summit Procurement,0.6214285714285714,Leverage
Wooden Picture Frame White Finish,0.35714285714285715,0.0,0.35714285714285715,0.3464285714285714,1106,1732.055,Apex Merchants,1.0607142857142857,Strategic
Wooden Happy Birthday Garland,0.5,0.0,0.0,0.5,1116,1717.1136,Prime Supply Partners,1.0,Strategic
Lunch Bag Red Retrospot,0.15357142857142858,0.0,0.0,0.2392857142857143,1688,1715.776,ValueLink Distribution,0.3928571428571429,Leverage
Girls Alphabet Iron On Patches,0.0,0.5,0.32,0.0,14401,1701.0613,Gulf Source Co.,0.8200000000000001,Strategic
Sweetheart Cakestand Tier,0.26881720430107525,0.0,0.12365591397849462,0.10215053763440861,288,1695.9634999999998,Summit Procurement,0.4946236559139785,Leverage
Wooden Rounders Garden,0.5,0.0,0.0,0.0,291,1694.1216,ValueLink Distribution,0.5,Leverage
Colour Glass T-Light Holder Hanging,0.3964285714285714,0.0,0.0,0.3964285714285714,4163,1692.9225,Gulf Source Co.,0.7928571428571428,Leverage
Silver Hanging T-Light Holder,0.375,0.0,0.265625,0.375,1806,1692.1799999999998,Reliable Imports,1.015625,Strategic
Set/5 Red Retrospot Lid Glass Bowls,0.14285714285714285,0.0,0.11785714285714285,0.14285714285714285,948,1684.3644,Gulf Source Co.,0.4035714285714285,Leverage
Glitter Butterfly Clips,0.21341463414634146,0.0,0.24390243902439024,0.3780487804878049,1234,1679.5426,Summit Procurement,0.8353658536585366,Strategic
Picture Frame Wood Triple Portrait,0.13414634146341464,0.0,0.0,0.4024390243902439,461,1672.2576,Metro Wholesale,0.5365853658536586,Leverage
Vintage Heads And Tails Card Game,0.5,0.0,0.12857142857142856,0.12857142857142856,2207,1670.3502,Northstar Trading,0.7571428571428571,Leverage
Zinc Metal Heart Decoration,0.1392857142857143,0.0,0.0,0.10357142857142858,2440,1668.0328,Summit Procurement,0.24285714285714288,Leverage
Blue Harmonica In Box,0.23983739837398374,0.0,0.15447154471544716,0.2845528455284553,2135,1666.5045,Metro Wholesale,0.6788617886178862,Leverage
Doormat Airmail,0.25,0.0,0.5,0.3888888888888889,383,1663.4208999999998,Apex Merchants,1.1388888888888888,Strategic
Photo Frame Cornice,0.3532608695652174,0.0,0.10326086956521739,0.0,938,1655.7492,Metro Wholesale,0.4565217391304348,Leverage
Birdy Gift Tags,0.0,0.0,0.0,0.2392857142857143,2664,1643.6016,Prime Supply Partners,0.2392857142857143,Leverage
Retrospot Paper Doilies,0.12589928057553956,0.0,0.0,0.0,2046,1642.734,Metro Wholesale,0.12589928057553956,Leverage
Enamel Flower Jug Cream,0.5,0.0,0.11682242990654206,0.09345794392523364,440,1636.8000000000002,Apex Merchants,0.7102803738317757,Leverage
Set/10 Red Polkadot Party Candles,0.26666666666666666,0.0,0.10833333333333334,0.15833333333333333,2185,1630.7543,Reliable Imports,0.5333333333333333,Leverage
Retro Spot Large Milk Jug,0.109375,0.0,0.0,0.3671875,542,1620.0837999999999,Northstar Trading,0.4765625,Leverage
Traditional Modelling Clay,0.11764705882352941,0.0,0.0,0.25,2196,1612.185,Metro Wholesale,0.36764705882352944,Leverage
Lunch Bag Spaceboy,0.0,0.0,0.13214285714285715,0.2357142857142857,1374,1607.6435999999999,Gulf Source Co.,0.3678571428571429,Leverage
Ivory Diner Wall Clock,0.23655913978494625,0.0,0.22580645161290322,0.12903225806451613,328,1603.0402000000001,ValueLink Distribution,0.5913978494623656,Leverage
Picnic Basket Wicker Large,0.13125,0.0,0.15,0.26875,267,1596.0633,Metro Wholesale,0.55,Leverage
Newspaper Stand,0.0,0.5,0.22727272727272727,0.2727272727272727,269,1592.3202,Evergreen Supply,1.0,Strategic
Large Cake Stand Hanging Strawbery,0.15753424657534246,0.0,0.3082191780821918,0.0,262,1589.4612,Gulf Source Co.,0.4657534246575342,Leverage
Lunch Bag Suki,0.2714285714285714,0.0,0.22857142857142856,0.2714285714285714,1559,1587.6649,Summit Procurement,0.7714285714285714,Leverage
Lunch Box With Cutlery Retrospot,0.09523809523809523,0.0,0.12301587301587301,0.25396825396825395,996,1587.5694,ValueLink Distribution,0.4722222222222222,Leverage
Bread Bin Diner Style Red,0.0,0.0,0.0,0.17272727272727273,166,1585.5744,Evergreen Supply,0.17272727272727273,Leverage
Cream Cupid Hearts Coat Hanger,0.23636363636363636,0.0,0.13636363636363635,0.38636363636363635,697,1585.3736,Global Goods Ltd.,0.759090909090909,Leverage
Single Heart Zinc T-Light Holder,0.3861788617886179,0.0,0.13414634146341464,0.5,2610,1578.6866,Global Goods Ltd.,1.0203252032520325,Strategic
String Rose Lights,0.5,0.5,0.2619047619047619,0.5,209,1577.6655,Summit Procurement,1.7619047619047619,Strategic
Feltcraft Flower Friends,0.5,0.0,0.0,0.15,1281,1577.3337000000001,Apex Merchants,0.65,Leverage
S/4 Blue Round Decoupage Boxes,0.0,0.5,0.2391304347826087,0.2608695652173913,4212,1575.426,Summit Procurement,1.0,Strategic
Traditional Knitting Nancy,0.0,0.0,0.0,0.24324324324324326,1494,1573.0056,Evergreen Supply,0.24324324324324326,Leverage
Flowers Chandelier T-Light Holder,0.25,0.5,0.25,0.5,785,1570.4822,Reliable Imports,1.5,Strategic
Lunch Bag Vintage Doily,0.0,0.0,0.0,0.125,1414,1561.6717999999998,Prime Supply Partners,0.125,Leverage
Pink Blue Felt Craft Trinket Box,0.3821428571428571,0.0,0.2357142857142857,0.25357142857142856,1966,1558.1512,Prime Supply Partners,0.8714285714285714,Strategic
Plasters In Tin Spaceboy,0.1,0.0,0.12857142857142856,0.22857142857142856,1393,1557.2441000000001,Summit Procurement,0.45714285714285713,Leverage
Vintage Snap Cards,0.0,0.0,0.2392857142857143,0.12142857142857143,3285,1554.3398,Reliable Imports,0.3607142857142857,Leverage
Red Spotty Biscuit Tin,0.12903225806451613,0.0,0.0,0.15053763440860216,642,1553.16,Metro Wholesale,0.27956989247311825,Leverage
Metal Sign Take It Or Leave,0.5,0.0,0.11965811965811966,0.08974358974358974,890,1547.1826,Evergreen Supply,0.7094017094017094,Leverage
Treasure Island Book Box,0.3522727272727273,0.0,0.125,0.375,1128,1544.3352,Apex Merchants,0.8522727272727273,Strategic
Hanging Heart Zinc T-Light Holder,0.5,0.0,0.35,0.5,2895,1543.4221,Reliable Imports,1.35,Strategic
Clothes Pegs Retrospot,0.2357142857142857,0.0,0.14285714285714285,0.16428571428571428,1878,1542.0476,Gulf Source Co.,0.5428571428571428,Leverage
Glass Cloche Large,0.0,0.5,0.0,0.0,283,1538.2664,Summit Procurement,0.5,Leverage
Small Zinc Heart Wall Organiser,0.20454545454545456,0.5,0.0,0.0,747,1536.4825,Global Goods Ltd.,0.7045454545454546,Leverage
Hot Baths Metal Sign,0.28,0.0,0.112,0.0,1211,1527.8483999999999,Global Goods Ltd.,0.392,Leverage
Baking Spaceboy,0.11654135338345864,0.0,0.11654135338345864,0.2669172932330827,484,1523.6035,ValueLink Distribution,0.5,Leverage
Retrospot Childrens Apron,0.29583333333333334,0.0,0.0,0.0,1326,1522.6702,Evergreen Supply,0.29583333333333334,Leverage
Ribbons Rustic Charm,0.0,0.0,0.2892857142857143,0.2571428571428571,1675,1516.1109,Summit Procurement,0.5464285714285715,Leverage
Ribbons Vintage Christmas,0.5,0.0,0.125,0.5,1060,1507.5765999999999,Prime Supply Partners,1.125,Strategic
Pharmacie First Aid Tin,0.0,0.0,0.0,0.13636363636363635,356,1507.1538,Metro Wholesale,0.13636363636363635,Leverage
Painted Metal Pears,0.09259259259259259,0.0,0.13425925925925927,0.24537037037037038,1566,1506.467,Gulf Source Co.,0.4722222222222222,Leverage
Soldier Skittles,0.22826086956521738,0.0,0.20652173913043478,0.358695652173913,646,1500.4705999999999,Global Goods Ltd.,0.7934782608695652,Leverage
Antique Lily Fairy Lights,0.3137254901960784,0.0,0.0,0.5,489,1497.8156999999999,Northstar Trading,0.8137254901960784,Strategic
Polkadot Pen,0.0,0.0,0.0,0.16666666666666666,2830,1497.5794,Reliable Imports,0.16666666666666666,Leverage
Sombrero,0.375,0.0,0.328125,0.5,1921,1496.7726999999998,Metro Wholesale,1.203125,Strategic
Wall Mounted Vintage Organiser,0.0,0.0,0.0,0.359375,258,1486.6220999999998,Northstar Trading,0.359375,Leverage
Wooden Skittles Garden,0.5,0.0,0.1271186440677966,0.2711864406779661,160,1486.512,Metro Wholesale,0.8983050847457628,Strategic
Jumbo Bag Pears,0.13815789473684212,0.0,0.0,0.26973684210526316,1087,1480.9825,Prime Supply Partners,0.4078947368421053,Leverage
Red Stripe Baskets,0.28,0.5,0.22,0.28,268,1476.6784999999998,Reliable Imports,1.28,Strategic
Metal Medina Lantern,0.5,0.5,0.0,0.2619047619047619,254,1472.9866000000002,ValueLink Distribution,1.2619047619047619,Strategic
Full English Breakfast Plate,0.11764705882352941,0.0,0.0,0.38235294117647056,607,1472.5357999999999,Apex Merchants,0.5,Leverage
Heart Filigree Dove Large,0.0,0.0,0.15816326530612246,0.10714285714285714,1436,1472.0175,Prime Supply Partners,0.2653061224489796,Leverage
Knick Knack Tins Doily,0.0,0.0,0.14375,0.325,580,1470.366,Apex Merchants,0.46875,Leverage
Door Mat Friendship,0.3372093023255814,0.0,0.0,0.13953488372093023,434,1469.1968,Global Goods Ltd.,0.4767441860465116,Leverage
Doormat Smiley Cats,0.11538461538461539,0.0,0.09340659340659341,0.29120879120879123,364,1467.508,Apex Merchants,0.5,Leverage
Large Red Retrospot Windmill,0.36046511627906974,0.0,0.0,0.3023255813953488,1239,1466.3376,Global Goods Ltd.,0.6627906976744186,Leverage
Bread Bin Diner Style Ivory,0.3698630136986301,0.0,0.13013698630136986,0.13013698630136986,150,1465.5249999999999,Apex Merchants,0.6301369863013698,Leverage
White Skull Hot Water Bottle,0.15789473684210525,0.0,0.0,0.0,572,1461.969,Northstar Trading,0.15789473684210525,Leverage
Victorian Sewing Box Small,0.1206896551724138,0.0,0.0,0.22988505747126436,383,1461.5606,Evergreen Supply,0.3505747126436782,Leverage
Teatime Fairy Cake Cases,0.24285714285714285,0.0,0.0,0.2571428571428571,4752,1452.5395,Reliable Imports,0.5,Leverage
Red Retrospot Small Milk Jug,0.5,0.0,0.10357142857142858,0.1357142857142857,867,1444.6893,ValueLink Distribution,0.7392857142857142,Leverage
Jumbo Bag S Christmas,0.5,0.0,0.11290322580645161,0.5,1324,1442.89,Gulf Source Co.,1.1129032258064515,Strategic
Red Retrospot Shopper Bag,0.11923076923076924,0.0,0.35384615384615387,0.08846153846153847,1938,1442.3694,Evergreen Supply,0.5615384615384615,Leverage
Circus Parade Lunch Box,0.0,0.0,0.0,0.14935064935064934,1108,1437.012,Reliable Imports,0.14935064935064934,Leverage
Vintage Billboard Tea Mug,0.19230769230769232,0.0,0.41025641025641024,0.5,2659,1435.9544,Global Goods Ltd.,1.1025641025641026,Strategic
Red Stripe Ceramic Drawer Knob,0.0,0.0,0.15104166666666666,0.15104166666666666,1848,1434.8292000000001,Evergreen Supply,0.3020833333333333,Leverage
Childrens Apron Spaceboy,0.5,0.0,0.1,0.1,1226,1431.778,Prime Supply Partners,0.7,Leverage
Rain Poncho Retrospot,0.26229508196721313,0.0,0.12295081967213115,0.4016393442622951,2937,1430.2113,Apex Merchants,0.7868852459016393,Leverage
Lunch Bag Cars Blue,0.25357142857142856,0.0,0.24285714285714285,0.2571428571428571,1317,1426.2785999999999,Global Goods Ltd.,0.7535714285714286,Leverage
Red Kitchen Scales,0.3093220338983051,0.0,0.0,0.0,267,1426.249,Prime Supply Partners,0.3093220338983051,Leverage
Heart Wicker Small,0.2571428571428571,0.0,0.2571428571428571,0.13214285714285715,1397,1416.5705,Evergreen Supply,0.6464285714285714,Leverage
White Wire Egg Holder,0.3706896551724138,0.0,0.12931034482758622,0.12931034482758622,422,1416.2050000000002,Evergreen Supply,0.6293103448275862,Leverage
Lights Night Owl,0.5,0.0,0.1956521739130435,0.37681159420289856,347,1411.1468,Northstar Trading,1.072463768115942,Strategic
Heart Ivory Trellis Small,0.2696078431372549,0.0,0.10784313725490197,0.37745098039215685,1891,1403.8960000000002,Global Goods Ltd.,0.7549019607843137,Leverage
Christmas Glass Ball Lights,0.5,0.0,0.14583333333333334,0.5,318,1401.7706,Reliable Imports,1.1458333333333335,Strategic
Tea Towels I Love London,0.3855421686746988,0.0,0.1144578313253012,0.13253012048192772,735,1401.1799,Apex Merchants,0.6325301204819277,Leverage
Landmark Frame Camden Town,0.5,0.5,0.20833333333333334,0.5,190,1393.8782,Evergreen Supply,1.7083333333333333,Strategic
Vintage Snakes & Ladders,0.0,0.0,0.15104166666666666,0.13541666666666666,687,1388.6542,Evergreen Supply,0.2864583333333333,Leverage
Hot Water Bottle Babushka,0.0,0.0,0.0,0.373015873015873,505,1383.96,Evergreen Supply,0.373015873015873,Leverage
English Rose Quilted Throw,0.0,0.5,0.0,0.25,154,1383.7678,Apex Merchants,0.75,Leverage
Sweetheart Ceramic Trinket Box,0.11428571428571428,0.0,0.38571428571428573,0.0,1820,1381.6680000000001,Global Goods Ltd.,0.5,Leverage
Area Patrolled Metal Sign,0.11320754716981132,0.0,0.0,0.27358490566037735,1116,1380.107,Prime Supply Partners,0.3867924528301887,Leverage
Wooden Advent Calendar Cream,0.3372093023255814,0.0,0.16279069767441862,0.29069767441860467,147,1378.0179,Metro Wholesale,0.7906976744186047,Leverage
Zinc Folkart Sleigh Bells,0.27586206896551724,0.0,0.13793103448275862,0.2413793103448276,1360,1377.8236,Apex Merchants,0.6551724137931034,Leverage
White Metal Lantern,0.4052631578947368,0.0,0.09473684210526316,0.5,638,1375.16,Global Goods Ltd.,1.0,Strategic
Home Sweet Home Blackboard,0.5,0.19090909090909092,0.19090909090909092,0.1,548,1374.937,Reliable Imports,0.9818181818181818,Strategic
Hand Warmer Red Retrospot,0.5,0.0,0.1415929203539823,0.0,1148,1370.6808,Metro Wholesale,0.6415929203539823,Leverage
Vintage Cream Basket Cake Stand,0.14383561643835616,0.0,0.2602739726027397,0.11643835616438356,251,1367.7975000000001,Apex Merchants,0.5205479452054794,Leverage
Wooden School Colouring,0.3798449612403101,0.0,0.26744186046511625,0.2364341085271318,1520,1364.16,ValueLink Distribution,0.8837209302325582,Strategic
Wooden Box Dominoes,0.21804511278195488,0.0,0.10526315789473684,0.0,1638,1361.3751,Prime Supply Partners,0.3233082706766917,Leverage
Heart Ivory Trellis Large,0.2629310344827586,0.0,0.0,0.12931034482758622,1450,1356.4198999999999,Northstar Trading,0.39224137931034486,Leverage
Pantry Rolling Pin,0.3375,0.0,0.1625,0.5,530,1353.3172,ValueLink Distribution,1.0,Strategic
Wooden Market Crates,0.2916666666666667,0.0,0.0,0.1,187,1352.79,Metro Wholesale,0.3916666666666667,Leverage
Chocolate This Way Metal Sign,0.1322314049586777,0.0,0.23553719008264462,0.2644628099173554,1148,1352.5162,Metro Wholesale,0.6322314049586777,Leverage
Pantry Washing Up Brush,0.3,0.0,0.0,0.11818181818181818,1220,1350.6662,Evergreen Supply,0.41818181818181815,Leverage
Red Retrospot Peg Bag,0.35,0.0,0.15,0.11818181818181818,1042,1348.312,Apex Merchants,0.6181818181818182,Leverage
Family Album White Picture Frame,0.36363636363636365,0.0,0.32386363636363635,0.13636363636363635,283,1340.328,Northstar Trading,0.8238636363636364,Strategic
Red Retrospot Charlotte Bag,0.0,0.0,0.125,0.5,2300,1337.379,Summit Procurement,0.625,Leverage
Coffee Mug Pears,0.27049180327868855,0.0,0.12295081967213115,0.13114754098360656,940,1329.8052,Metro Wholesale,0.5245901639344263,Leverage
Pink Heart Shape Egg Frying Pan,0.3352272727272727,0.0,0.0,0.26136363636363635,1357,1324.6031,Apex Merchants,0.5965909090909091,Leverage
Vinyl Record Frame Silver,0.0,0.0,0.0,0.2682926829268293,654,1322.3123,Gulf Source Co.,0.2682926829268293,Leverage
Set/10 Pink Polkadot Party Candles,0.12719298245614036,0.0,0.15350877192982457,0.3815789473684211,1778,1320.0919999999999,ValueLink Distribution,0.6622807017543859,Leverage
Pottering In The Shed Metal Sign,0.3730769230769231,0.0,0.0,0.28076923076923077,1353,1315.0863000000002,Evergreen Supply,0.6538461538461539,Leverage
Kids Cookie Cutters,0.39690721649484534,0.0,0.27319587628865977,0.27319587628865977,1125,1314.6825000000001,Northstar Trading,0.9432989690721649,Strategic
Recipe Box Retrospot,0.124,0.0,0.1,0.184,678,1309.5054,Reliable Imports,0.40800000000000003,Leverage
Light Garland Butterfiles Pink,0.35526315789473684,0.0,0.23684210526315788,0.5,565,1307.7603,Reliable Imports,1.0921052631578947,Strategic
Victorian Sewing Box Medium,0.21774193548387097,0.0,0.0,0.0,277,1306.5195,Reliable Imports,0.21774193548387097,Leverage
Red Spotty Apron,0.3983050847457627,0.0,0.0,0.0,356,1305.7684000000002,Summit Procurement,0.3983050847457627,Leverage
Red Retrospot Bowl,0.22935779816513763,0.0,0.25229357798165136,0.38990825688073394,1831,1305.3089,Global Goods Ltd.,0.8715596330275229,Strategic
You Re Confusing Me Metal Sign,0.0,0.0,0.0,0.15979381443298968,1415,1304.3228,Prime Supply Partners,0.15979381443298968,Leverage
Beware The Cat Metal Sign,0.375,0.0,0.14166666666666666,0.36666666666666664,1379,1299.7544,Apex Merchants,0.8833333333333333,Strategic
Fairy Cake Flannel Colour,0.2536231884057971,0.0,0.0,0.2028985507246377,1048,1299.0035,Northstar Trading,0.4565217391304348,Leverage
Strawberry Fairy Cake Teapot,0.20422535211267606,0.0,0.0,0.14788732394366197,397,1294.371,ValueLink Distribution,0.352112676056338,Leverage
White Spot Red Ceramic Drawer Knob,0.3673469387755102,0.0,0.2755102040816326,0.0,1571,1293.2817,ValueLink Distribution,0.6428571428571428,Leverage
Metal Hook Hanger French Chateau,0.125,0.0,0.0,0.25,692,1292.0075,Global Goods Ltd.,0.375,Leverage
Spice Tins Pantry,0.14356435643564355,0.0,0.0,0.13366336633663367,503,1290.9895000000001,Apex Merchants,0.27722772277227725,Leverage
Travel Sewing Kit,0.37727272727272726,0.0,0.2545454545454545,0.1318181818181818,1225,1290.6607,Evergreen Supply,0.7636363636363637,Leverage
Red Retrospot Butter Dish,0.3064516129032258,0.0,0.13440860215053763,0.1935483870967742,411,1287.234,Global Goods Ltd.,0.6344086021505376,Leverage
Enamel Bread Bin Cream,0.12643678160919541,0.0,0.0,0.0,152,1286.8008,Gulf Source Co.,0.12643678160919541,Leverage
Charlotte Bag Suki,0.12142857142857143,0.0,0.28214285714285714,0.10714285714285714,2454,1285.8102,Reliable Imports,0.5107142857142857,Leverage
Lunch Bag Pink Polkadot,0.0,0.0,0.0,0.0,1193,1283.9128,Gulf Source Co.,0.0,Leverage
Charlotte Bag Pink Polkadot,0.25357142857142856,0.0,0.0,0.3607142857142857,2291,1280.8016,Metro Wholesale,0.6142857142857143,Leverage
Grow Your Own Plant In A,0.33620689655172414,0.0,0.0,0.11206896551724138,1570,1278.8696,Reliable Imports,0.4482758620689655,Leverage
Mini Wooden Happy Birthday Garland,0.5,0.0,0.2727272727272727,0.5,1671,1278.8604,Gulf Source Co.,1.2727272727272727,Strategic
Camouflage Teddy,0.1724137931034483,0.0,0.1724137931034483,0.1206896551724138,1020,1277.008,Gulf Source Co.,0.4655172413793104,Leverage
Pink/Brown Dots Ruffled Umbrella,0.5,0.5,0.0,0.3148148148148148,546,1271.358,Metro Wholesale,1.3148148148148149,Strategic
Doilies Vintage Christmas,0.5,0.0,0.0,0.5,1539,1269.9288000000001,Prime Supply Partners,1.0,Strategic
Advent Calendar Gingham Sack,0.1865671641791045,0.0,0.19402985074626866,0.11940298507462686,331,1262.8493,Reliable Imports,0.5,Leverage
